"index 	 lat 	 long 	 speed 	 date 	 time 	 air_val 	 dust 	 gsr"
"1096	51.522518	-0.131373	0.00	10524	10401700	25	0.62	390"
"1097	51.522523	-0.131380	0.98	10524	10401800	25	0.62	389"
"1098	51.522527	-0.131387	1.30	10524	10401900	25	0.62	384"
"1099	51.522537	-0.131395	1.30	10524	10402100	24	0.62	357"
"1100	51.522543	-0.131395	1.58	10524	10402200	23	0.62	355"
"1101	51.522555	-0.131395	1.88	10524	10402300	23	0.62	361"
"1102	51.522555	-0.131392	2.55	10524	10402400	23	0.62	376"
"1103	51.522565	-0.131392	2.27	10524	10402500	25	0.62	381"
"1104	51.522558	-0.131397	2.31	10524	10402600	25	0.62	373"
"1105	51.522557	-0.131382	1.67	10524	10402700	24	0.62	386"
"1106	51.522565	-0.131375	1.33	10524	10402800	25	0.62	393"
"1107	51.522643	-0.131290	1.40	10524	10402900	25	0.62	396"
"1108	51.522653	-0.131288	3.68	10524	10403000	25	0.62	393"
"1109	51.522658	-0.131297	3.75	10524	10403100	25	0.62	361"
"1110	51.522663	-0.131300	3.14	10524	10403200	23	0.62	358"
"1111	51.522680	-0.131320	3.14	10524	10403400	23	0.62	367"
"1112	51.522687	-0.131340	3.14	10524	10403500	21	0.62	369"
"1113	51.522695	-0.131352	3.14	10524	10403600	24	0.62	362"
"1114	51.522700	-0.131365	2.17	10524	10403700	23	0.62	366"
"1115	51.522738	-0.131318	2.09	10524	10403800	24	0.62	372"
"1116	51.522775	-0.131270	2.67	10524	10403900	24	0.62	368"
"1117	51.522795	-0.131243	3.06	10524	10404000	24	0.62	367"
"1118	51.522815	-0.131223	3.04	10524	10404100	24	0.62	377"
"1119	51.522832	-0.131208	3.25	10524	10404200	25	0.62	371"
"1120	51.522840	-0.131213	3.43	10524	10404300	24	0.62	361"
"1121	51.522847	-0.131202	2.96	10524	10404400	23	0.62	374"
"1122	51.522860	-0.131247	2.91	10524	10404600	24	0.62	373"
"1123	51.522853	-0.131265	1.92	10524	10404700	24	0.62	358"
"1124	51.522863	-0.131277	1.92	10524	10404800	23	0.62	371"
"1125	51.522868	-0.131293	3.06	10524	10404900	24	0.62	350"
"1126	51.522868	-0.131307	2.74	10524	10405000	23	0.62	357"
"1127	51.522867	-0.131332	1.63	10524	10405100	23	0.62	376"
"1128	51.522873	-0.131342	2.13	10524	10405200	25	0.62	380"
"1129	51.522873	-0.131353	1.90	10524	10405300	25	0.62	383"
"1130	51.522882	-0.131368	1.82	10524	10405400	25	0.62	355"
"1131	51.522883	-0.131373	1.06	10524	10405500	23	0.62	358"
"1132	51.522885	-0.131377	0.99	10524	10405600	23	0.62	354"
"1133	51.522895	-0.131368	1.83	10524	10405800	23	0.62	363"
"1134	51.522902	-0.131360	2.32	10524	10405900	23	0.62	369"
"1135	51.522907	-0.131350	2.32	10524	10410000	24	0.62	380"
"1136	51.522912	-0.131337	2.27	10524	10410100	25	0.62	387"
"1137	51.522918	-0.131328	2.22	10524	10410200	25	0.62	388"
"1138	51.522928	-0.131318	2.29	10524	10410300	24	0.62	379"
"1139	51.522937	-0.131307	2.49	10524	10410400	25	0.62	384"
"1140	51.522945	-0.131290	2.05	10524	10410500	24	0.62	386"
"1141	51.522955	-0.131275	2.90	10524	10410600	25	0.62	390"
"1142	51.522963	-0.131257	2.85	10524	10410700	25	0.62	392"
"1143	51.522968	-0.131238	2.59	10524	10410800	25	0.62	356"
"1144	51.522978	-0.131218	2.75	10524	10410900	23	0.62	352"
"1145	51.522997	-0.131192	2.23	10524	10411100	23	0.62	354"
"1146	51.523005	-0.131175	2.31	10524	10411200	23	0.62	347"
"1147	51.523015	-0.131168	2.31	10524	10411300	23	0.62	358"
"1148	51.523023	-0.131153	2.31	10524	10411400	23	0.62	359"
"1149	51.523027	-0.131133	2.45	10524	10411500	23	0.62	361"
"1150	51.523033	-0.131113	2.91	10524	10411600	23	0.62	361"
"1151	51.523037	-0.131090	2.91	10524	10411700	23	0.62	359"
"1152	51.523042	-0.131070	3.31	10524	10411800	23	0.62	352"
"1153	51.523053	-0.131063	2.36	10524	10411900	23	0.62	352"
"1154	51.523058	-0.131052	2.07	10524	10412000	23	0.62	338"
"1155	51.523065	-0.131040	2.57	10524	10412100	22	0.62	338"
"1156	51.523080	-0.131025	2.57	10524	10412300	22	0.62	339"
"1157	51.523087	-0.131017	2.57	10524	10412400	22	0.62	338"
"1158	51.523097	-0.131002	2.57	10524	10412500	22	0.62	352"
"1159	51.523105	-0.130990	2.57	10524	10412600	23	0.62	352"
"1160	51.523117	-0.130977	2.43	10524	10412700	23	0.62	350"
"1161	51.523127	-0.130962	2.43	10524	10412800	23	0.62	352"
"1162	51.523137	-0.130950	2.35	10524	10412900	23	0.62	343"
"1163	51.523138	-0.130945	2.37	10524	10413000	23	0.62	330"
"1164	51.523143	-0.130942	1.55	10524	10413100	22	0.62	334"
"1165	51.523153	-0.130940	1.51	10524	10413200	22	0.62	333"
"1166	51.523155	-0.130940	0.98	10524	10413300	22	0.62	332"
"1167	51.523177	-0.130938	0.98	10524	10413500	22	0.62	335"
"1168	51.523192	-0.130942	1.80	10524	10413600	22	0.62	337"
"1169	51.523205	-0.130948	2.38	10524	10413700	22	0.62	339"
"1170	51.523217	-0.130948	2.42	10524	10413800	23	0.62	338"
"1171	51.523215	-0.130957	2.41	10524	10413900	22	0.62	337"
"1172	51.523210	-0.130937	2.04	10524	10414000	22	0.62	334"
"1173	51.523217	-0.130933	0.00	10524	10414100	22	0.62	332"
"1174	51.523228	-0.130927	0.00	10524	10414200	22	0.62	344"
"1175	51.523237	-0.130922	0.00	10524	10414300	23	0.62	341"
"1176	51.523245	-0.130915	1.35	10524	10414400	23	0.62	321"
"1177	51.523257	-0.130918	1.43	10524	10414500	21	0.62	316"
"1178	51.523275	-0.130920	1.92	10524	10414700	21	0.62	323"
"1179	51.523283	-0.130930	1.92	10524	10414800	21	0.62	323"
"1180	51.523290	-0.130933	1.92	10524	10414900	22	0.62	310"
"1181	51.523300	-0.130928	1.92	10524	10415000	21	0.62	313"
"1182	51.523300	-0.130933	1.54	10524	10415100	21	0.62	320"
"1183	51.523313	-0.130933	1.27	10524	10415200	21	0.62	324"
"1184	51.523320	-0.130938	1.74	10524	10415300	22	0.62	327"
"1185	51.523328	-0.130940	1.94	10524	10415400	22	0.62	328"
"1186	51.523332	-0.130933	2.16	10524	10415500	22	0.62	327"
"1187	51.523335	-0.130928	1.98	10524	10415600	22	0.62	328"
"1188	51.523348	-0.130923	1.97	10524	10415700	22	0.62	321"
"1189	51.523365	-0.130915	1.97	10524	10415900	21	0.62	325"
"1190	51.523357	-0.130922	2.00	10524	10420000	22	0.62	321"
"1191	51.523357	-0.130933	1.08	10524	10420100	21	0.62	318"
"1192	51.523365	-0.130930	0.00	10524	10420200	21	0.62	325"
"1193	51.523377	-0.130978	0.00	10524	10420300	22	0.62	321"
"1194	51.523387	-0.130957	1.82	10524	10420400	21	0.62	325"
"1195	51.523398	-0.130953	1.77	10524	10420500	22	0.62	321"
"1196	51.523390	-0.130945	1.73	10524	10420600	21	0.62	321"
"1197	51.523373	-0.130948	1.21	10524	10420700	21	0.62	321"
"1198	51.523373	-0.130950	0.97	10524	10420800	21	0.62	325"
"1199	51.523373	-0.130955	0.00	10524	10420900	22	0.62	321"
"1200	51.523377	-0.130957	0.00	10524	10421000	21	0.62	320"
"1201	51.523377	-0.130957	0.00	10524	10421000	21	0.62	320"
"1202	51.523377	-0.130957	0.00	10524	10421100	21	0.62	318"
"1203	51.523377	-0.130957	0.00	10524	10421200	21	83.96	321"
"1204	51.523377	-0.130957	0.00	10524	10421300	21	83.96	305"
"1205	51.523377	-0.130957	0.00	10524	10421400	21	83.96	315"
"1206	51.523377	-0.130957	0.00	10524	10421500	21	83.96	313"
"1207	51.523377	-0.130957	0.00	10524	10421500	21	83.96	313"
"1208	51.523377	-0.130957	0.00	10524	10421700	22	83.96	316"
"1209	51.523377	-0.130957	0.00	10524	10421800	22	83.96	321"
"1210	51.523377	-0.130957	0.00	10524	10421900	21	83.96	318"
"1211	51.523377	-0.130957	0.00	10524	10422000	21	83.96	322"
"1212	51.523377	-0.130957	0.00	10524	10422100	22	83.96	324"
"1213	51.523377	-0.130957	0.00	10524	10422100	22	83.96	324"
"1214	51.523377	-0.130957	0.00	10524	10422200	22	83.96	323"
"1215	51.523377	-0.130957	0.00	10524	10422200	22	83.96	317"
"1216	51.523358	-0.130915	0.00	10524	10422400	22	83.96	312"
"1217	51.523335	-0.130917	1.71	10524	10422500	22	83.96	321"
"1218	51.523335	-0.130910	2.37	10524	10422600	22	83.96	318"
"1219	51.523337	-0.130905	2.37	10524	10422700	22	83.96	307"
"1220	51.523333	-0.130903	1.10	10524	10422800	21	83.96	309"
"1221	51.523335	-0.130893	0.00	10524	10422900	21	83.96	316"
"1222	51.523337	-0.130885	0.00	10524	10423000	22	83.96	313"
"1223	51.523337	-0.130885	0.00	10524	10423100	22	83.96	317"
"1224	51.523353	-0.130880	0.00	10524	10423200	22	83.96	319"
"1225	51.523358	-0.130878	1.42	10524	10423300	22	83.96	321"
"1226	51.523360	-0.130882	1.47	10524	10423400	22	83.96	320"
"1227	51.523365	-0.130883	1.00	10524	10423500	22	83.96	319"
"1228	51.523395	-0.130872	2.46	10524	10423700	22	83.96	315"
"1229	51.523403	-0.130863	1.76	10524	10423800	22	83.96	317"
"1230	51.523410	-0.130853	1.69	10524	10423900	22	83.96	319"
"1231	51.523415	-0.130845	1.69	10524	10424000	22	83.96	321"
"1232	51.523427	-0.130838	1.40	10524	10424100	21	83.96	321"
"1233	51.523435	-0.130838	1.77	10524	10424200	22	0.66	324"
"1234	51.523433	-0.130853	1.70	10524	10424300	22	0.66	324"
"1235	51.523433	-0.130863	1.77	10524	10424400	22	0.66	319"
"1236	51.523433	-0.130878	1.76	10524	10424500	22	0.66	318"
"1237	51.523440	-0.130892	1.96	10524	10424600	21	0.66	325"
"1238	51.523440	-0.130900	2.38	10524	10424700	22	0.66	328"
"1239	51.523452	-0.130923	2.14	10524	10424900	22	0.66	329"
"1240	51.523462	-0.130928	2.14	10524	10425000	22	0.66	329"
"1241	51.523472	-0.130930	2.14	10524	10425100	22	0.66	331"
"1242	51.523482	-0.130933	2.14	10524	10425200	22	0.66	332"
"1243	51.523492	-0.130937	2.53	10524	10425300	22	0.66	329"
"1244	51.523498	-0.130937	2.53	10524	10425400	22	0.66	320"
"1245	51.523505	-0.130932	2.08	10524	10425500	22	0.66	323"
"1246	51.523508	-0.130920	1.83	10524	10425600	22	0.66	324"
"1247	51.523518	-0.130918	2.13	10524	10425700	22	0.66	324"
"1248	51.523528	-0.130922	2.78	10524	10425800	21	0.66	318"
"1249	51.523537	-0.130917	3.03	10524	10425900	22	0.66	315"
"1250	51.523543	-0.130907	2.84	10524	10430000	22	0.66	321"
"1251	51.523568	-0.130902	2.54	10524	10430200	21	0.66	319"
"1252	51.523587	-0.130905	2.78	10524	10430300	22	0.66	324"
"1253	51.523597	-0.130905	3.22	10524	10430400	22	0.66	314"
"1254	51.523608	-0.130912	3.22	10524	10430500	21	0.66	307"
"1255	51.523623	-0.130915	2.42	10524	10430600	22	0.66	317"
"1256	51.523638	-0.130912	2.21	10524	10430700	22	0.66	316"
"1257	51.523652	-0.130918	1.51	10524	10430800	22	0.66	319"
"1258	51.523657	-0.130927	2.30	10524	10430900	22	0.66	323"
"1259	51.523657	-0.130937	2.08	10524	10431000	22	0.66	325"
"1260	51.523667	-0.130947	2.12	10524	10431100	22	0.66	328"
"1261	51.523675	-0.130955	2.67	10524	10431200	22	0.62	327"
"1262	51.523687	-0.130973	2.67	10524	10431400	22	0.62	320"
"1263	51.523707	-0.130990	1.80	10524	10431500	22	0.62	302"
"1264	51.523723	-0.130995	1.80	10524	10431600	21	0.62	304"
"1265	51.523740	-0.131003	2.52	10524	10431700	21	0.62	315"
"1266	51.523752	-0.131012	3.29	10524	10431800	21	0.62	320"
"1267	51.523762	-0.131020	2.61	10524	10431900	22	0.62	322"
"1268	51.523767	-0.131025	1.80	10524	10432000	22	0.62	320"
"1269	51.523777	-0.131027	1.37	10524	10432100	22	0.62	320"
"1270	51.523782	-0.131025	1.29	10524	10432200	22	0.62	314"
"1271	51.523792	-0.131025	0.91	10524	10432300	21	0.62	319"
"1272	51.523798	-0.131028	1.54	10524	10432400	21	0.62	324"
"1273	51.523815	-0.131035	1.89	10524	10432600	21	0.62	323"
"1274	51.523822	-0.131035	1.53	10524	10432700	21	0.62	324"
"1275	51.523827	-0.131032	1.75	10524	10432800	22	0.62	327"
"1276	51.523827	-0.131022	1.97	10524	10432900	22	0.62	330"
"1277	51.523833	-0.131025	0.94	10524	10433000	22	0.62	332"
"1278	51.523840	-0.131032	1.39	10524	10433100	22	0.62	327"
"1279	51.523845	-0.131032	1.43	10524	10433200	22	0.62	327"
"1280	51.523850	-0.131037	1.38	10524	10433300	22	0.62	328"
"1281	51.523853	-0.131037	1.36	10524	10433400	22	0.62	309"
"1282	51.523852	-0.131042	0.00	10524	10433500	21	0.62	303"
"1283	51.523865	-0.131057	0.00	10524	10433600	21	0.62	310"
"1284	51.523893	-0.131103	2.52	10524	10433800	21	0.62	315"
"1285	51.523905	-0.131117	2.52	10524	10433900	22	0.62	318"
"1286	51.523917	-0.131130	2.52	10524	10434000	22	0.62	307"
"1287	51.523920	-0.131137	2.52	10524	10434100	21	0.62	301"
"1288	51.523930	-0.131145	0.00	10524	10434200	21	0.62	308"
"1289	51.523937	-0.131153	0.00	10524	10434300	21	0.62	313"
"1290	51.523943	-0.131163	1.47	10524	10434400	21	0.62	315"
"1291	51.523955	-0.131175	1.57	10524	10434500	21	0.62	318"
"1292	51.523973	-0.131187	2.27	10524	10434600	21	0.62	320"
"1293	51.523988	-0.131190	2.96	10524	10434700	21	0.62	321"
"1294	51.524005	-0.131190	2.98	10524	10434800	21	0.62	317"
"1295	51.524005	-0.131190	2.92	10524	10434800	22	0.62	308"
"1296	51.524050	-0.131227	2.92	10524	10435100	21	0.62	310"
"1297	51.524070	-0.131232	2.07	10524	10435200	21	0.62	314"
"1298	51.524088	-0.131238	2.14	10524	10435300	22	0.62	318"
"1299	51.524103	-0.131242	2.15	10524	10435400	22	0.62	314"
"1300	51.524112	-0.131253	2.08	10524	10435500	21	0.62	316"
"1301	51.524118	-0.131262	2.01	10524	10435600	22	0.62	317"
"1302	51.524122	-0.131267	2.05	10524	10435700	22	0.62	317"
"1303	51.524120	-0.131270	2.28	10524	10435800	22	0.62	320"
"1304	51.524120	-0.131260	1.82	10524	10435900	21	0.62	323"
"1305	51.524123	-0.131253	1.77	10524	10440000	21	0.62	323"
"1306	51.524135	-0.131247	2.22	10524	10440100	22	0.62	325"
"1307	51.524160	-0.131237	2.22	10524	10440300	22	0.62	325"
"1308	51.524167	-0.131233	1.97	10524	10440400	22	0.62	327"
"1309	51.524183	-0.131250	1.97	10524	10440500	22	0.62	319"
"1310	51.524198	-0.131267	2.09	10524	10440600	22	0.62	320"
"1311	51.524208	-0.131275	2.15	10524	10440700	21	0.62	324"
"1312	51.524220	-0.131292	2.17	10524	10440800	22	0.62	327"
"1313	51.524232	-0.131307	2.74	10524	10440900	22	0.62	329"
"1314	51.524242	-0.131317	3.08	10524	10441000	22	0.62	330"
"1315	51.524253	-0.131327	2.81	10524	10441100	22	0.62	325"
"1316	51.524263	-0.131328	2.78	10524	10441200	22	0.62	322"
"1317	51.524283	-0.131352	2.20	10524	10441300	22	0.62	324"
"1318	51.524317	-0.131388	2.20	10524	10441500	21	0.62	328"
"1319	51.524322	-0.131400	2.20	10524	10441600	22	0.62	329"
"1320	51.524328	-0.131408	2.20	10524	10441700	22	0.62	332"
"1321	51.524342	-0.131433	2.70	10524	10441800	22	0.62	325"
"1322	51.524357	-0.131450	2.36	10524	10441900	22	0.62	312"
"1323	51.524372	-0.131460	2.35	10524	10442000	21	0.62	313"
"1324	51.524382	-0.131458	2.29	10524	10442100	21	0.62	321"
"1325	51.524395	-0.131463	2.26	10524	10442200	22	0.62	323"
"1326	51.524405	-0.131465	2.49	10524	10442300	22	0.62	325"
"1327	51.524413	-0.131470	2.44	10524	10442400	22	0.62	328"
"1328	51.524428	-0.131483	2.83	10524	10442500	22	0.62	323"
"1329	51.524452	-0.131505	3.25	10524	10442700	21	0.62	325"
"1330	51.524457	-0.131515	3.25	10524	10442800	22	0.62	329"
"1331	51.524465	-0.131518	2.69	10524	10442900	22	0.62	329"
"1332	51.524470	-0.131527	2.16	10524	10443000	22	0.62	324"
"1333	51.524480	-0.131532	1.94	10524	10443100	22	0.62	326"
"1334	51.524488	-0.131540	1.66	10524	10443200	21	0.62	322"
"1335	51.524497	-0.131548	1.69	10524	10443300	22	0.62	303"
"1336	51.524503	-0.131560	1.46	10524	10443400	21	0.62	302"
"1337	51.524508	-0.131560	1.45	10524	10443500	21	0.62	314"
"1338	51.524508	-0.131550	1.13	10524	10443600	22	0.62	310"
"1339	51.524517	-0.131560	1.45	10524	10443700	21	0.62	303"
"1340	51.524527	-0.131573	1.73	10524	10443900	21	0.62	298"
"1341	51.524525	-0.131573	1.73	10524	10444000	21	0.62	304"
"1342	51.524532	-0.131580	1.73	10524	10444100	21	0.62	304"
"1343	51.524545	-0.131592	1.73	10524	10444200	21	0.62	308"
"1344	51.524552	-0.131600	2.08	10524	10444300	21	0.62	312"
"1345	51.524560	-0.131613	1.78	10524	10444400	21	0.62	296"
"1346	51.524547	-0.131613	1.74	10524	10444500	21	0.62	292"
"1347	51.524527	-0.131618	0.97	10524	10444600	20	0.62	298"
"1348	51.524517	-0.131625	0.00	10524	10444700	20	0.62	305"
"1349	51.524512	-0.131622	0.00	10524	10444800	21	0.62	310"
"1350	51.524512	-0.131622	0.00	10524	10444900	21	0.62	312"
"1351	51.524507	-0.131647	1.01	10524	10445100	21	0.62	294"
"1352	51.524520	-0.131673	1.01	10524	10445200	20	0.62	302"
"1353	51.524527	-0.131680	1.01	10524	10445300	21	0.62	299"
"1354	51.524535	-0.131693	1.01	10524	10445400	20	0.62	280"
"1355	51.524562	-0.131725	1.01	10524	10445500	20	0.62	278"
"1356	51.524568	-0.131735	2.29	10524	10445600	20	0.62	291"
"1357	51.524588	-0.131743	1.77	10524	10445700	20	0.62	299"
"1358	51.524603	-0.131757	2.24	10524	10445800	21	0.62	303"
"1359	51.524615	-0.131767	2.22	10524	10445900	21	0.62	303"
"1360	51.524620	-0.131773	2.17	10524	10450000	21	0.62	301"
"1361	51.524622	-0.131773	1.90	10524	10450100	21	0.62	291"
"1362	51.524623	-0.131773	1.12	10524	10450200	20	0.62	295"
"1363	51.524648	-0.131810	1.32	10524	10450400	21	0.62	298"
"1364	51.524653	-0.131822	0.93	10524	10450500	20	0.62	303"
"1365	51.524660	-0.131827	0.93	10524	10450600	21	0.62	304"
"1366	51.524665	-0.131830	0.00	10524	10450700	21	0.62	307"
"1367	51.524670	-0.131843	1.13	10524	10450800	21	0.62	307"
"1368	51.524673	-0.131852	1.77	10524	10450900	21	0.62	310"
"1369	51.524683	-0.131860	1.81	10524	10451000	21	0.62	308"
"1370	51.524675	-0.131855	1.55	10524	10451100	21	0.62	310"
"1371	51.524673	-0.131853	1.46	10524	10451200	21	0.62	323"
"1372	51.524665	-0.131855	1.00	10524	10451300	22	0.62	312"
"1373	51.524672	-0.131865	2.14	10524	10451400	21	0.62	307"
"1374	51.524688	-0.131880	2.14	10524	10451600	21	0.62	312"
"1375	51.524702	-0.131888	2.14	10524	10451700	21	0.62	311"
"1376	51.524703	-0.131887	1.70	10524	10451800	21	0.62	303"
"1377	51.524733	-0.131898	2.01	10524	10451900	21	0.62	306"
"1378	51.524750	-0.131907	3.42	10524	10452000	21	0.62	314"
"1379	51.524765	-0.131923	3.35	10524	10452100	21	0.62	321"
"1380	51.524777	-0.131933	3.07	10524	10452200	21	0.62	306"
"1381	51.524788	-0.131950	2.22	10524	10452300	21	0.62	266"
"1382	51.524797	-0.131957	2.29	10524	10452400	19	0.62	268"
"1383	51.524787	-0.131948	1.68	10524	10452500	19	0.62	280"
"1384	51.524795	-0.131963	2.52	10524	10452600	20	0.62	285"
"1385	51.524822	-0.131995	2.04	10524	10452800	20	0.62	265"
"1386	51.524838	-0.132010	2.04	10524	10452900	19	0.62	263"
"1387	51.524848	-0.132027	2.04	10524	10453000	19	0.62	254"
"1388	51.524855	-0.132042	2.04	10524	10453100	19	0.62	256"
"1389	51.524863	-0.132053	2.46	10524	10453200	19	0.62	270"
"1390	51.524873	-0.132067	2.44	10524	10453300	19	0.62	272"
"1391	51.524887	-0.132083	2.95	10524	10453400	20	0.62	278"
"1392	51.524900	-0.132098	3.00	10524	10453500	20	0.62	271"
"1393	51.524913	-0.132110	3.33	10524	10453600	19	0.62	272"
"1394	51.524923	-0.132122	3.10	10524	10453700	20	0.62	278"
"1395	51.524935	-0.132127	1.82	10524	10453800	20	0.62	277"
"1396	51.524948	-0.132150	1.82	10524	10454000	20	0.62	271"
"1397	51.524965	-0.132178	1.82	10524	10454100	19	0.62	274"
"1398	51.524983	-0.132200	1.82	10524	10454200	20	0.62	280"
"1399	51.524990	-0.132212	1.82	10524	10454300	20	0.62	283"
"1400	51.524995	-0.132223	3.49	10524	10454400	21	0.62	276"
"1401	51.525008	-0.132235	3.45	10524	10454500	19	0.62	268"
"1402	51.525013	-0.132247	3.96	10524	10454600	19	0.62	271"
"1403	51.525022	-0.132258	3.72	10524	10454700	19	0.62	256"
"1404	51.525028	-0.132283	3.76	10524	10454800	19	0.62	264"
"1405	51.525032	-0.132297	4.00	10524	10454900	19	0.62	274"
"1406	51.525047	-0.132308	3.64	10524	10455000	19	0.62	258"
"1407	51.525075	-0.132347	4.04	10524	10455200	19	0.62	256"
"1408	51.525083	-0.132358	4.04	10524	10455300	19	0.62	261"
"1409	51.525092	-0.132367	4.04	10524	10455400	19	0.62	252"
"1410	51.525100	-0.132382	4.04	10524	10455500	19	0.62	255"
"1411	51.525123	-0.132385	3.27	10524	10455600	19	0.62	249"
"1412	51.525135	-0.132403	3.66	10524	10455700	19	0.62	260"
"1413	51.525140	-0.132418	4.91	10524	10455800	19	0.62	268"
"1414	51.525150	-0.132438	4.94	10524	10455900	19	0.62	269"
"1415	51.525160	-0.132458	5.80	10524	10460000	20	0.62	266"
"1416	51.525168	-0.132472	4.79	10524	10460100	19	0.62	293"
"1417	51.525165	-0.132472	4.84	10524	10460200	20	0.62	274"
"1418	51.525173	-0.132493	4.07	10524	10460400	20	0.62	258"
"1419	51.525187	-0.132517	4.64	10524	10460500	19	0.62	260"
"1420	51.525167	-0.132513	4.64	10524	10460600	19	0.62	262"
"1421	51.525163	-0.132522	4.64	10524	10460700	19	0.62	265"
"1422	51.525173	-0.132530	4.64	10524	10460800	19	0.62	273"
"1423	51.525188	-0.132545	2.96	10524	10460900	20	0.62	277"
"1424	51.525193	-0.132545	2.91	10524	10461000	20	0.62	282"
"1425	51.525200	-0.132557	2.55	10524	10461100	20	0.62	284"
"1426	51.525207	-0.132573	2.62	10524	10461200	20	0.62	287"
"1427	51.525220	-0.132588	2.21	10524	10461300	20	0.62	280"
"1428	51.525237	-0.132607	2.27	10524	10461400	20	0.62	262"
"1429	51.525263	-0.132643	3.07	10524	10461600	19	0.62	265"
"1430	51.525305	-0.132685	3.07	10524	10461700	19	0.62	276"
"1431	51.525347	-0.132712	3.07	10524	10461800	20	0.62	284"
"1432	51.525370	-0.132710	3.07	10524	10461900	20	0.62	283"
"1433	51.525390	-0.132705	3.07	10524	10462000	20	0.62	287"
"1434	51.525438	-0.132727	1.84	10524	10462100	20	0.62	289"
"1435	51.525462	-0.132733	3.57	10524	10462200	20	0.62	291"
"1436	51.525482	-0.132737	2.68	10524	10462300	21	0.62	294"
"1437	51.525495	-0.132740	1.78	10524	10462400	20	0.62	298"
"1438	51.525503	-0.132740	1.20	10524	10462500	21	0.62	296"
"1439	51.525512	-0.132750	1.16	10524	10462600	21	0.62	290"
"1440	51.525520	-0.132755	0.00	10524	10462700	20	0.62	292"
"1441	51.525548	-0.132773	0.00	10524	10462900	20	0.62	295"
"1442	51.525563	-0.132777	0.00	10524	10463000	21	0.62	301"
"1443	51.525575	-0.132783	1.54	10524	10463100	21	0.62	307"
"1444	51.525585	-0.132785	1.54	10524	10463200	21	0.62	310"
"1445	51.525600	-0.132812	2.32	10524	10463300	21	0.62	313"
"1446	51.525613	-0.132835	1.84	10524	10463400	21	0.62	316"
"1447	51.525623	-0.132853	1.92	10524	10463500	22	0.62	307"
"1448	51.525633	-0.132863	2.50	10524	10463600	21	0.62	282"
"1449	51.525640	-0.132873	2.44	10524	10463700	20	0.62	280"
"1450	51.525648	-0.132880	2.21	10524	10463800	20	0.62	290"
"1451	51.525657	-0.132888	1.86	10524	10463900	20	0.62	297"
"1452	51.525672	-0.132910	1.86	10524	10464100	20	0.62	304"
"1453	51.525680	-0.132918	1.86	10524	10464200	21	0.62	305"
"1454	51.525692	-0.132932	1.86	10524	10464300	21	0.62	301"
"1455	51.525698	-0.132938	2.21	10524	10464400	21	0.62	311"
